category,name,brand,price,stock_quantity,attributes,image_url,description,currency
PSU,PSU Model 228 Rev-13,NVIDIA,8116.45,97,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/psu_model_228_rev-13.jpg,A high-performance processor suitable for gaming and content creation.,BDT
SSD,SSD Model 139 Rev-43,Seagate,38318.09,52,{'socket': 'LGA1700'},https://example.com/ssd_model_139_rev-43.jpg,A high-performance processor suitable for gaming and content creation.,BDT
Motherboard,Motherboard Model 912 Rev-1,NVIDIA,22658.0,79,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/motherboard_model_912_rev-1.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
CPU,CPU Model 208 Rev-99,Seagate,44166.9,38,{'socket': 'LGA1700'},https://example.com/cpu_model_208_rev-99.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
HDD,HDD Model 373 Rev-25,Intel,21088.47,43,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/hdd_model_373_rev-25.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
RAM,RAM Model 635 Rev-81,Gigabyte,14693.02,16,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ram_model_635_rev-81.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
PSU,PSU Model 952 Rev-15,Corsair,20907.53,35,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_952_rev-15.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
CPU,CPU Model 407 Rev-84,NVIDIA,67378.15,71,{'speed': '3200MHz'},https://example.com/cpu_model_407_rev-84.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
HDD,HDD Model 812 Rev-35,Gigabyte,16900.66,66,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/hdd_model_812_rev-35.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
GPU,GPU Model 393 Rev-71,Kingston,70663.34,95,{'socket': 'LGA1700'},https://example.com/gpu_model_393_rev-71.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
Motherboard,Motherboard Model 212 Rev-8,Patriot,44026.54,20,{'socket': 'LGA1700'},https://example.com/motherboard_model_212_rev-8.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
Motherboard,Motherboard Model 450 Rev-67,Gigabyte,58042.93,55,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/motherboard_model_450_rev-67.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
SSD,SSD Model 569 Rev-37,AMD,86447.03,30,{'socket': 'LGA1700'},https://example.com/ssd_model_569_rev-37.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
Motherboard,Motherboard Model 107 Rev-69,Kingston,34864.66,36,{'socket': 'LGA1700'},https://example.com/motherboard_model_107_rev-69.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
CPU,CPU Model 820 Rev-2,Seagate,43233.97,61,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/cpu_model_820_rev-2.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
SSD,SSD Model 612 Rev-1,AMD,70035.17,77,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ssd_model_612_rev-1.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
SSD,SSD Model 334 Rev-47,AMD,49461.25,18,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ssd_model_334_rev-47.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
GPU,GPU Model 960 Rev-97,Seagate,183275.06,85,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/gpu_model_960_rev-97.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
HDD,HDD Model 530 Rev-29,Intel,35053.05,57,{'speed': '3200MHz'},https://example.com/hdd_model_530_rev-29.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
HDD,HDD Model 686 Rev-63,AMD,23748.29,72,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/hdd_model_686_rev-63.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
Case,Case Model 234 Rev-18,Seagate,17472.79,94,{'speed': '3200MHz'},https://example.com/case_model_234_rev-18.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
CPU,CPU Model 422 Rev-61,Patriot,19260.07,61,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/cpu_model_422_rev-61.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
PSU,PSU Model 484 Rev-4,NVIDIA,24138.47,67,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/psu_model_484_rev-4.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
RAM,RAM Model 254 Rev-36,AMD,33369.23,93,{'socket': 'LGA1700'},https://example.com/ram_model_254_rev-36.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
GPU,GPU Model 379 Rev-27,AMD,118143.54,54,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/gpu_model_379_rev-27.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
SSD,SSD Model 631 Rev-6,AMD,13901.09,51,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ssd_model_631_rev-6.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
GPU,GPU Model 851 Rev-54,Corsair,204561.64,13,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/gpu_model_851_rev-54.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
HDD,HDD Model 753 Rev-47,Patriot,41303.68,46,{'socket': 'LGA1700'},https://example.com/hdd_model_753_rev-47.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
Case,Case Model 331 Rev-19,Corsair,40335.96,86,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/case_model_331_rev-19.jpg,A high-performance processor suitable for gaming and content creation.,BDT
Motherboard,Motherboard Model 439 Rev-55,Corsair,38453.07,96,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/motherboard_model_439_rev-55.jpg,A high-performance processor suitable for gaming and content creation.,BDT
RAM,RAM Model 392 Rev-84,Kingston,27394.74,21,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ram_model_392_rev-84.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
GPU,GPU Model 776 Rev-69,Corsair,84748.06,87,{'speed': '3200MHz'},https://example.com/gpu_model_776_rev-69.jpg,A high-performance processor suitable for gaming and content creation.,BDT
PSU,PSU Model 928 Rev-39,Seagate,11055.27,49,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_928_rev-39.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
RAM,RAM Model 794 Rev-67,Patriot,20487.31,25,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ram_model_794_rev-67.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
PSU,PSU Model 776 Rev-8,Corsair,33841.41,54,{'socket': 'LGA1700'},https://example.com/psu_model_776_rev-8.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
RAM,RAM Model 582 Rev-33,Corsair,24557.18,45,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ram_model_582_rev-33.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
PSU,PSU Model 654 Rev-35,Seagate,22693.61,99,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/psu_model_654_rev-35.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
SSD,SSD Model 488 Rev-8,AMD,30923.08,36,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ssd_model_488_rev-8.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
CPU,CPU Model 628 Rev-39,Kingston,56123.97,56,{'socket': 'LGA1700'},https://example.com/cpu_model_628_rev-39.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
HDD,HDD Model 125 Rev-46,Intel,32958.49,55,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/hdd_model_125_rev-46.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
Motherboard,Motherboard Model 319 Rev-53,Intel,31570.47,32,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/motherboard_model_319_rev-53.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
Motherboard,Motherboard Model 655 Rev-31,Seagate,37984.67,12,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/motherboard_model_655_rev-31.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
PSU,PSU Model 701 Rev-23,Seagate,21541.72,28,{'speed': '3200MHz'},https://example.com/psu_model_701_rev-23.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
PSU,PSU Model 902 Rev-47,Corsair,15287.22,46,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/psu_model_902_rev-47.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
SSD,SSD Model 301 Rev-28,Seagate,30223.56,34,{'socket': 'LGA1700'},https://example.com/ssd_model_301_rev-28.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
Case,Case Model 714 Rev-56,Kingston,43303.05,40,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/case_model_714_rev-56.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
SSD,SSD Model 727 Rev-34,Intel,90093.22,63,{'speed': '3200MHz'},https://example.com/ssd_model_727_rev-34.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
Case,Case Model 589 Rev-76,Gigabyte,40222.19,84,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/case_model_589_rev-76.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
PSU,PSU Model 103 Rev-37,Patriot,35697.2,86,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/psu_model_103_rev-37.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
HDD,HDD Model 475 Rev-75,NVIDIA,29726.85,26,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/hdd_model_475_rev-75.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
CPU,CPU Model 714 Rev-58,NVIDIA,44307.92,62,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/cpu_model_714_rev-58.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
CPU,CPU Model 424 Rev-8,Kingston,56265.81,86,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/cpu_model_424_rev-8.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
PSU,PSU Model 648 Rev-52,NVIDIA,25168.77,69,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/psu_model_648_rev-52.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
Case,Case Model 850 Rev-1,Corsair,38493.53,38,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/case_model_850_rev-1.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
CPU,CPU Model 699 Rev-47,Kingston,39732.51,44,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/cpu_model_699_rev-47.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
RAM,RAM Model 792 Rev-42,Corsair,32919.33,78,{'speed': '3200MHz'},https://example.com/ram_model_792_rev-42.jpg,A high-performance processor suitable for gaming and content creation.,BDT
PSU,PSU Model 235 Rev-83,Kingston,21378.01,69,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_235_rev-83.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
CPU,CPU Model 869 Rev-40,Gigabyte,41149.15,58,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/cpu_model_869_rev-40.jpg,A high-performance processor suitable for gaming and content creation.,BDT
CPU,CPU Model 890 Rev-34,Kingston,57208.74,18,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/cpu_model_890_rev-34.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
Case,Case Model 898 Rev-96,Intel,13603.51,54,{'socket': 'LGA1700'},https://example.com/case_model_898_rev-96.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
PSU,PSU Model 764 Rev-25,Intel,22005.75,77,{'socket': 'LGA1700'},https://example.com/psu_model_764_rev-25.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
RAM,RAM Model 755 Rev-76,Intel,5286.65,20,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ram_model_755_rev-76.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
Case,Case Model 592 Rev-23,Corsair,58680.59,16,{'socket': 'LGA1700'},https://example.com/case_model_592_rev-23.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
GPU,GPU Model 572 Rev-50,Kingston,201856.22,47,{'socket': 'LGA1700'},https://example.com/gpu_model_572_rev-50.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
SSD,SSD Model 608 Rev-9,Kingston,95410.71,12,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ssd_model_608_rev-9.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
CPU,CPU Model 812 Rev-47,Patriot,68098.79,77,{'speed': '3200MHz'},https://example.com/cpu_model_812_rev-47.jpg,A high-performance processor suitable for gaming and content creation.,BDT
SSD,SSD Model 283 Rev-7,Corsair,34750.5,23,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ssd_model_283_rev-7.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
Case,Case Model 179 Rev-27,Patriot,55335.25,42,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/case_model_179_rev-27.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
SSD,SSD Model 118 Rev-36,Corsair,28120.74,49,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ssd_model_118_rev-36.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
GPU,GPU Model 953 Rev-85,Patriot,158199.35,15,{'socket': 'LGA1700'},https://example.com/gpu_model_953_rev-85.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
GPU,GPU Model 755 Rev-85,Patriot,80844.07,37,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/gpu_model_755_rev-85.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
Case,Case Model 745 Rev-30,Corsair,44516.34,25,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/case_model_745_rev-30.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
CPU,CPU Model 602 Rev-60,Gigabyte,31636.27,50,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/cpu_model_602_rev-60.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
PSU,PSU Model 324 Rev-69,Gigabyte,28184.61,78,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_324_rev-69.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
RAM,RAM Model 481 Rev-61,Gigabyte,13063.18,57,{'speed': '3200MHz'},https://example.com/ram_model_481_rev-61.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
Motherboard,Motherboard Model 883 Rev-49,Seagate,15849.88,49,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/motherboard_model_883_rev-49.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
CPU,CPU Model 419 Rev-2,Intel,54421.77,12,{'socket': 'LGA1700'},https://example.com/cpu_model_419_rev-2.jpg,A high-performance processor suitable for gaming and content creation.,BDT
GPU,GPU Model 806 Rev-93,AMD,115504.65,38,{'speed': '3200MHz'},https://example.com/gpu_model_806_rev-93.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
SSD,SSD Model 448 Rev-9,AMD,75021.95,49,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ssd_model_448_rev-9.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
SSD,SSD Model 598 Rev-62,Patriot,36091.4,69,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ssd_model_598_rev-62.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
HDD,HDD Model 735 Rev-3,NVIDIA,39703.6,68,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/hdd_model_735_rev-3.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
GPU,GPU Model 650 Rev-70,AMD,56904.98,23,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/gpu_model_650_rev-70.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
CPU,CPU Model 851 Rev-7,Corsair,63979.71,31,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/cpu_model_851_rev-7.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
PSU,PSU Model 472 Rev-81,Patriot,23788.59,45,{'socket': 'LGA1700'},https://example.com/psu_model_472_rev-81.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
SSD,SSD Model 276 Rev-26,Seagate,74219.26,43,{'socket': 'LGA1700'},https://example.com/ssd_model_276_rev-26.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
GPU,GPU Model 359 Rev-57,Gigabyte,192560.67,56,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/gpu_model_359_rev-57.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
CPU,CPU Model 775 Rev-3,Kingston,24146.77,64,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/cpu_model_775_rev-3.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
PSU,PSU Model 717 Rev-5,Corsair,6064.64,53,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_717_rev-5.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
PSU,PSU Model 182 Rev-8,Patriot,30004.59,81,{'speed': '3200MHz'},https://example.com/psu_model_182_rev-8.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
RAM,RAM Model 427 Rev-14,Intel,15226.11,85,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ram_model_427_rev-14.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
HDD,HDD Model 895 Rev-97,AMD,9920.73,47,{'socket': 'LGA1700'},https://example.com/hdd_model_895_rev-97.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
GPU,GPU Model 898 Rev-50,Patriot,69748.81,82,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/gpu_model_898_rev-50.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
Motherboard,Motherboard Model 553 Rev-97,Corsair,38587.56,98,{'speed': '3200MHz'},https://example.com/motherboard_model_553_rev-97.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
