category,name,brand,price,stock_quantity,attributes,image_url,description
CPU,CPU Model 407 Rev-84,NVIDIA,952.92,71,{'speed': '3200MHz'},https://example.com/cpu_model_407_rev-84.jpg,An SSD offering fast read/write speeds and durable performance.
HDD,HDD Model 812 Rev-35,Gigabyte,396.24,66,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/hdd_model_812_rev-35.jpg,A high-capacity HDD ideal for storing large amounts of data.
GPU,GPU Model 393 Rev-71,Kingston,932.99,95,{'socket': 'LGA1700'},https://example.com/gpu_model_393_rev-71.jpg,A high-capacity HDD ideal for storing large amounts of data.
Motherboard,Motherboard Model 212 Rev-8,Patriot,354.48,20,{'socket': 'LGA1700'},https://example.com/motherboard_model_212_rev-8.jpg,An SSD offering fast read/write speeds and durable performance.
Motherboard,Motherboard Model 450 Rev-67,Gigabyte,581.67,55,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/motherboard_model_450_rev-67.jpg,A reliable motherboard designed for overclocking and heavy usage.
SSD,SSD Model 569 Rev-37,AMD,737.62,30,{'socket': 'LGA1700'},https://example.com/ssd_model_569_rev-37.jpg,A reliable motherboard designed for overclocking and heavy usage.
Motherboard,Motherboard Model 107 Rev-69,Kingston,573.51,36,{'socket': 'LGA1700'},https://example.com/motherboard_model_107_rev-69.jpg,A high-capacity HDD ideal for storing large amounts of data.
CPU,CPU Model 820 Rev-2,Seagate,664.62,61,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/cpu_model_820_rev-2.jpg,A high-capacity HDD ideal for storing large amounts of data.
SSD,SSD Model 612 Rev-1,AMD,112.65,77,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ssd_model_612_rev-1.jpg,Fast and efficient RAM for smooth multitasking and gaming.
SSD,SSD Model 334 Rev-47,AMD,767.34,18,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ssd_model_334_rev-47.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
GPU,GPU Model 960 Rev-97,Seagate,586.34,85,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/gpu_model_960_rev-97.jpg,A high-capacity HDD ideal for storing large amounts of data.
HDD,HDD Model 530 Rev-29,Intel,119.14,57,{'speed': '3200MHz'},https://example.com/hdd_model_530_rev-29.jpg,An SSD offering fast read/write speeds and durable performance.
HDD,HDD Model 686 Rev-63,AMD,485.16,72,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/hdd_model_686_rev-63.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
Case,Case Model 234 Rev-18,Seagate,220.12,94,{'speed': '3200MHz'},https://example.com/case_model_234_rev-18.jpg,A high-capacity HDD ideal for storing large amounts of data.
CPU,CPU Model 422 Rev-61,Patriot,604.39,61,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/cpu_model_422_rev-61.jpg,A reliable motherboard designed for overclocking and heavy usage.
PSU,PSU Model 484 Rev-4,NVIDIA,650.02,67,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/psu_model_484_rev-4.jpg,A reliable motherboard designed for overclocking and heavy usage.
RAM,RAM Model 254 Rev-36,AMD,222.72,93,{'socket': 'LGA1700'},https://example.com/ram_model_254_rev-36.jpg,Fast and efficient RAM for smooth multitasking and gaming.
GPU,GPU Model 379 Rev-27,AMD,799.04,54,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/gpu_model_379_rev-27.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
SSD,SSD Model 631 Rev-6,AMD,284.38,51,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ssd_model_631_rev-6.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
GPU,GPU Model 851 Rev-54,Corsair,979.33,13,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/gpu_model_851_rev-54.jpg,An SSD offering fast read/write speeds and durable performance.
HDD,HDD Model 753 Rev-47,Patriot,725.25,46,{'socket': 'LGA1700'},https://example.com/hdd_model_753_rev-47.jpg,A high-capacity HDD ideal for storing large amounts of data.
Case,Case Model 331 Rev-19,Corsair,398.71,86,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/case_model_331_rev-19.jpg,A high-performance processor suitable for gaming and content creation.
Motherboard,Motherboard Model 439 Rev-55,Corsair,170.65,96,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/motherboard_model_439_rev-55.jpg,A high-performance processor suitable for gaming and content creation.
RAM,RAM Model 392 Rev-84,Kingston,914.33,21,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ram_model_392_rev-84.jpg,Fast and efficient RAM for smooth multitasking and gaming.
GPU,GPU Model 776 Rev-69,Corsair,116.05,87,{'speed': '3200MHz'},https://example.com/gpu_model_776_rev-69.jpg,A high-performance processor suitable for gaming and content creation.
PSU,PSU Model 928 Rev-39,Seagate,608.1,49,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_928_rev-39.jpg,An SSD offering fast read/write speeds and durable performance.
RAM,RAM Model 794 Rev-67,Patriot,589.46,25,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ram_model_794_rev-67.jpg,Fast and efficient RAM for smooth multitasking and gaming.
PSU,PSU Model 776 Rev-8,Corsair,658.66,54,{'socket': 'LGA1700'},https://example.com/psu_model_776_rev-8.jpg,Fast and efficient RAM for smooth multitasking and gaming.
RAM,RAM Model 582 Rev-33,Corsair,483.76,45,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ram_model_582_rev-33.jpg,A reliable motherboard designed for overclocking and heavy usage.
PSU,PSU Model 654 Rev-35,Seagate,733.44,99,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/psu_model_654_rev-35.jpg,Fast and efficient RAM for smooth multitasking and gaming.
SSD,SSD Model 488 Rev-8,AMD,835.45,36,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ssd_model_488_rev-8.jpg,A high-capacity HDD ideal for storing large amounts of data.
CPU,CPU Model 628 Rev-39,Kingston,665.97,56,{'socket': 'LGA1700'},https://example.com/cpu_model_628_rev-39.jpg,A reliable motherboard designed for overclocking and heavy usage.
HDD,HDD Model 125 Rev-46,Intel,98.79,55,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/hdd_model_125_rev-46.jpg,An SSD offering fast read/write speeds and durable performance.
Motherboard,Motherboard Model 319 Rev-53,Intel,794.1,32,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/motherboard_model_319_rev-53.jpg,A high-capacity HDD ideal for storing large amounts of data.
Motherboard,Motherboard Model 655 Rev-31,Seagate,663.07,12,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/motherboard_model_655_rev-31.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
PSU,PSU Model 701 Rev-23,Seagate,352.86,28,{'speed': '3200MHz'},https://example.com/psu_model_701_rev-23.jpg,An SSD offering fast read/write speeds and durable performance.
PSU,PSU Model 902 Rev-47,Corsair,613.99,46,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/psu_model_902_rev-47.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
SSD,SSD Model 301 Rev-28,Seagate,696.1,34,{'socket': 'LGA1700'},https://example.com/ssd_model_301_rev-28.jpg,A high-capacity HDD ideal for storing large amounts of data.
Case,Case Model 714 Rev-56,Kingston,688.06,40,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/case_model_714_rev-56.jpg,Fast and efficient RAM for smooth multitasking and gaming.
SSD,SSD Model 727 Rev-34,Intel,99.88,63,{'speed': '3200MHz'},https://example.com/ssd_model_727_rev-34.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
Case,Case Model 589 Rev-76,Gigabyte,98.61,84,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/case_model_589_rev-76.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
PSU,PSU Model 103 Rev-37,Patriot,251.56,86,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/psu_model_103_rev-37.jpg,A high-capacity HDD ideal for storing large amounts of data.
HDD,HDD Model 475 Rev-75,NVIDIA,84.63,26,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/hdd_model_475_rev-75.jpg,An SSD offering fast read/write speeds and durable performance.
CPU,CPU Model 714 Rev-58,NVIDIA,457.65,62,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/cpu_model_714_rev-58.jpg,An SSD offering fast read/write speeds and durable performance.
CPU,CPU Model 424 Rev-8,Kingston,445.21,86,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/cpu_model_424_rev-8.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
PSU,PSU Model 648 Rev-52,NVIDIA,222.79,69,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/psu_model_648_rev-52.jpg,An SSD offering fast read/write speeds and durable performance.
Case,Case Model 850 Rev-1,Corsair,625.87,38,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/case_model_850_rev-1.jpg,Fast and efficient RAM for smooth multitasking and gaming.
CPU,CPU Model 699 Rev-47,Kingston,623.1,44,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/cpu_model_699_rev-47.jpg,A high-capacity HDD ideal for storing large amounts of data.
RAM,RAM Model 792 Rev-42,Corsair,834.73,78,{'speed': '3200MHz'},https://example.com/ram_model_792_rev-42.jpg,A high-performance processor suitable for gaming and content creation.
PSU,PSU Model 235 Rev-83,Kingston,643.27,69,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_235_rev-83.jpg,A reliable motherboard designed for overclocking and heavy usage.
CPU,CPU Model 869 Rev-40,Gigabyte,999.53,58,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/cpu_model_869_rev-40.jpg,A high-performance processor suitable for gaming and content creation.
CPU,CPU Model 890 Rev-34,Kingston,330.48,18,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/cpu_model_890_rev-34.jpg,A high-capacity HDD ideal for storing large amounts of data.
Case,Case Model 898 Rev-96,Intel,681.38,54,{'socket': 'LGA1700'},https://example.com/case_model_898_rev-96.jpg,An SSD offering fast read/write speeds and durable performance.
PSU,PSU Model 764 Rev-25,Intel,941.27,77,{'socket': 'LGA1700'},https://example.com/psu_model_764_rev-25.jpg,An SSD offering fast read/write speeds and durable performance.
RAM,RAM Model 755 Rev-76,Intel,358.29,20,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ram_model_755_rev-76.jpg,Fast and efficient RAM for smooth multitasking and gaming.
Case,Case Model 592 Rev-23,Corsair,245.32,16,{'socket': 'LGA1700'},https://example.com/case_model_592_rev-23.jpg,A reliable motherboard designed for overclocking and heavy usage.
GPU,GPU Model 572 Rev-50,Kingston,926.87,47,{'socket': 'LGA1700'},https://example.com/gpu_model_572_rev-50.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
SSD,SSD Model 608 Rev-9,Kingston,867.04,12,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ssd_model_608_rev-9.jpg,A high-capacity HDD ideal for storing large amounts of data.
CPU,CPU Model 812 Rev-47,Patriot,275.71,77,{'speed': '3200MHz'},https://example.com/cpu_model_812_rev-47.jpg,A high-performance processor suitable for gaming and content creation.
SSD,SSD Model 283 Rev-7,Corsair,914.43,23,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ssd_model_283_rev-7.jpg,A reliable motherboard designed for overclocking and heavy usage.
Case,Case Model 179 Rev-27,Patriot,486.99,42,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/case_model_179_rev-27.jpg,Fast and efficient RAM for smooth multitasking and gaming.
SSD,SSD Model 118 Rev-36,Corsair,316.77,49,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ssd_model_118_rev-36.jpg,An SSD offering fast read/write speeds and durable performance.
GPU,GPU Model 953 Rev-85,Patriot,894.36,15,{'socket': 'LGA1700'},https://example.com/gpu_model_953_rev-85.jpg,A reliable motherboard designed for overclocking and heavy usage.
GPU,GPU Model 755 Rev-85,Patriot,143.25,37,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/gpu_model_755_rev-85.jpg,A reliable motherboard designed for overclocking and heavy usage.
Case,Case Model 745 Rev-30,Corsair,376.73,25,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/case_model_745_rev-30.jpg,Fast and efficient RAM for smooth multitasking and gaming.
CPU,CPU Model 602 Rev-60,Gigabyte,932.16,50,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/cpu_model_602_rev-60.jpg,A high-capacity HDD ideal for storing large amounts of data.
PSU,PSU Model 324 Rev-69,Gigabyte,260.16,78,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_324_rev-69.jpg,Fast and efficient RAM for smooth multitasking and gaming.
RAM,RAM Model 481 Rev-61,Gigabyte,525.61,57,{'speed': '3200MHz'},https://example.com/ram_model_481_rev-61.jpg,An SSD offering fast read/write speeds and durable performance.
Motherboard,Motherboard Model 883 Rev-49,Seagate,130.93,49,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/motherboard_model_883_rev-49.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
CPU,CPU Model 419 Rev-2,Intel,974.33,12,{'socket': 'LGA1700'},https://example.com/cpu_model_419_rev-2.jpg,A high-performance processor suitable for gaming and content creation.
GPU,GPU Model 806 Rev-93,AMD,394.58,38,{'speed': '3200MHz'},https://example.com/gpu_model_806_rev-93.jpg,Fast and efficient RAM for smooth multitasking and gaming.
SSD,SSD Model 448 Rev-9,AMD,364.57,49,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ssd_model_448_rev-9.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
SSD,SSD Model 598 Rev-62,Patriot,587.22,69,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ssd_model_598_rev-62.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
HDD,HDD Model 735 Rev-3,NVIDIA,648.24,68,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/hdd_model_735_rev-3.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
GPU,GPU Model 650 Rev-70,AMD,112.44,23,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/gpu_model_650_rev-70.jpg,An SSD offering fast read/write speeds and durable performance.
CPU,CPU Model 851 Rev-7,Corsair,804.77,31,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/cpu_model_851_rev-7.jpg,A high-capacity HDD ideal for storing large amounts of data.
PSU,PSU Model 472 Rev-81,Patriot,653.9,45,{'socket': 'LGA1700'},https://example.com/psu_model_472_rev-81.jpg,Fast and efficient RAM for smooth multitasking and gaming.
SSD,SSD Model 276 Rev-26,Seagate,728.71,43,{'socket': 'LGA1700'},https://example.com/ssd_model_276_rev-26.jpg,Fast and efficient RAM for smooth multitasking and gaming.
GPU,GPU Model 359 Rev-57,Gigabyte,195.31,56,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/gpu_model_359_rev-57.jpg,An SSD offering fast read/write speeds and durable performance.
CPU,CPU Model 775 Rev-3,Kingston,278.35,64,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/cpu_model_775_rev-3.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
PSU,PSU Model 717 Rev-5,Corsair,971.52,53,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_717_rev-5.jpg,A reliable motherboard designed for overclocking and heavy usage.
PSU,PSU Model 182 Rev-8,Patriot,66.93,81,{'speed': '3200MHz'},https://example.com/psu_model_182_rev-8.jpg,A high-capacity HDD ideal for storing large amounts of data.
RAM,RAM Model 427 Rev-14,Intel,656.9,85,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ram_model_427_rev-14.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
HDD,HDD Model 895 Rev-97,AMD,479.18,47,{'socket': 'LGA1700'},https://example.com/hdd_model_895_rev-97.jpg,Fast and efficient RAM for smooth multitasking and gaming.
GPU,GPU Model 898 Rev-50,Patriot,535.15,82,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/gpu_model_898_rev-50.jpg,Fast and efficient RAM for smooth multitasking and gaming.
Motherboard,Motherboard Model 553 Rev-97,Corsair,625.18,98,{'speed': '3200MHz'},https://example.com/motherboard_model_553_rev-97.jpg,Fast and efficient RAM for smooth multitasking and gaming.
GPU,GPU Model 167 Rev-97,Kingston,904.1,40,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/gpu_model_167_rev-97.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
HDD,HDD Model 391 Rev-33,Seagate,110.89,35,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/hdd_model_391_rev-33.jpg,A reliable motherboard designed for overclocking and heavy usage.
GPU,GPU Model 685 Rev-79,Gigabyte,484.44,75,{'speed': '3200MHz'},https://example.com/gpu_model_685_rev-79.jpg,A high-capacity HDD ideal for storing large amounts of data.
RAM,RAM Model 325 Rev-58,AMD,474.04,98,{'speed': '3200MHz'},https://example.com/ram_model_325_rev-58.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
HDD,HDD Model 323 Rev-36,NVIDIA,336.3,24,{'socket': 'LGA1700'},https://example.com/hdd_model_323_rev-36.jpg,An SSD offering fast read/write speeds and durable performance.
HDD,HDD Model 797 Rev-81,Patriot,921.02,93,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/hdd_model_797_rev-81.jpg,A reliable motherboard designed for overclocking and heavy usage.
PSU,PSU Model 281 Rev-80,NVIDIA,973.93,34,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/psu_model_281_rev-80.jpg,An SSD offering fast read/write speeds and durable performance.
Motherboard,Motherboard Model 476 Rev-55,Corsair,554.87,65,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/motherboard_model_476_rev-55.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
